mean_time,median_time,min_time,max_time,std_time,mean_energy,median_energy,min_energy,max_energy,std_energy,name
188302.5,178606.0,146916,264879,32791.18086909152,56700.605,53999.1,44597.3,78863.7,9502.123722148977,cloverleaf_per_kernel
109274.7,110156.5,88691,166677,16427.65446979414,37548.95,37870.25,31275.6,55183.3,5047.561784142602,cloverleaf_no_hiding
100797.35,99568.0,84404,119460,9603.30104580273,37836.525,37787.75,31994.3,43811.8,3246.014879797754,cloverleaf_hiding
198986.63157894736,192102.0,146241,302070,33140.63217262413,79834.30526315789,77048.1,57994.3,125324.0,14123.35055716335,cloverleaf_per_app
